MeSH_Compound:D013015	-drug_participates_in_pathway->	Reactome_Pathway:R-HSA-390696
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:P19387	located_in	cellular_component:0005654
UniProt:Q9HCS4	located_in	cellular_component:0005654
UniProt:Q9HCS4	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:P62979	located_in	cellular_component:0005654
UniProt:Q86VQ6	located_in	cellular_component:0005654
UniProt:Q9UKV0	located_in	cellular_component:0005654
UniProt:Q9UKV0	located_in	cellular_component:0005654
UniProt:Q06323	located_in	cellular_component:0005654
UniProt:Q06323	located_in	cellular_component:0005654
UniProt:Q06323	located_in	cellular_component:0005654
UniProt:Q06323	located_in	cellular_component:0005654
UniProt:Q06323	located_in	cellular_component:0005654
UniProt:Q06323	located_in	cellular_component:0005654
UniProt:Q06323	located_in	cellular_component:0005654
UniProt:Q06323	located_in	cellular_component:0005654
UniProt:Q06323	located_in	cellular_component:0005654
UniProt:O95600	located_in	cellular_component:0005654
UniProt:Q9UMN6	located_in	cellular_component:0005654
UniProt:Q9UMN6	located_in	cellular_component:0005654
UniProt:Q9UMN6	located_in	cellular_component:0005654
UniProt:Q9UMN6	located_in	cellular_component:0005654
UniProt:Q9UMN6	located_in	cellular_component:0005654
UniProt:Q9UMN6	located_in	cellular_component:0005654
UniProt:Q9UMN6	located_in	cellular_component:0005654
UniProt:Q9UMN6	located_in	cellular_component:0005654
UniProt:Q9UMN6	located_in	cellular_component:0005654
UniProt:Q9UMN6	located_in	cellular_component:0005654
UniProt:Q9UMN6	located_in	cellular_component:0005654
UniProt:Q9HB96	located_in	cellular_component:0005654
UniProt:Q9HB96	located_in	cellular_component:0005654
UniProt:Q9HB96	located_in	cellular_component:0005654
UniProt:Q9HB96	located_in	cellular_component:0005654
UniProt:Q9HB96	located_in	cellular_component:0005654
UniProt:Q9HB96	located_in	cellular_component:0005654
UniProt:Q9HB96	located_in	cellular_component:0005654
UniProt:Q9HB96	located_in	cellular_component:0005654
UniProt:Q9HB96	located_in	cellular_component:0005654
UniProt:Q9HB96	located_in	cellular_component:0005654
UniProt:P62191	located_in	cellular_component:0005654
UniProt:P62191	located_in	cellular_component:0005654
UniProt:P62191	located_in	cellular_component:0005654
UniProt:P62191	located_in	cellular_component:0005654
UniProt:P62191	located_in	cellular_component:0005654
UniProt:P62191	located_in	cellular_component:0005654
UniProt:P62191	located_in	cellular_component:0005654
UniProt:P62191	located_in	cellular_component:0005654
UniProt:P62191	located_in	cellular_component:0005654
UniProt:P62191	located_in	cellular_component:0005654
UniProt:Q9BWJ5	located_in	cellular_component:0005654
UniProt:Q9BWJ5	located_in	cellular_component:0005654
UniProt:Q9BWJ5	located_in	cellular_component:0005654
UniProt:Q9BWJ5	located_in	cellular_component:0005654
UniProt:Q9BWJ5	located_in	cellular_component:0005654
UniProt:Q9BWJ5	located_in	cellular_component:0005654
UniProt:Q9BWJ5	located_in	cellular_component:0005654
UniProt:Q9BWJ5	located_in	cellular_component:0005654
UniProt:Q9BWJ5	located_in	cellular_component:0005654
UniProt:Q9BWJ5	located_in	cellular_component:0005654
UniProt:Q9BWJ5	located_in	cellular_component:0005654
UniProt:Q9BWJ5	located_in	cellular_component:0005654
UniProt:Q9BWJ5	located_in	cellular_component:0005654
UniProt:Q8NI36	located_in	cellular_component:0005654
UniProt:Q8NI36	located_in	cellular_component:0005654
UniProt:Q8NI36	located_in	cellular_component:0005654
UniProt:Q8NI36	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:P40763	located_in	cellular_component:0005654
UniProt:Q13098	located_in	cellular_component:0005654
UniProt:Q13098	located_in	cellular_component:0005654
UniProt:Q13098	located_in	cellular_component:0005654
UniProt:Q13098	located_in	cellular_component:0005654
UniProt:P23760	located_in	cellular_component:0005654
UniProt:P23760	located_in	cellular_component:0005654
UniProt:Q9C0C9	located_in	cellular_component:0005654
UniProt:Q9Y5N6	located_in	cellular_component:0005654
UniProt:Q9Y5N6	located_in	cellular_component:0005654
UniProt:Q9Y5N6	located_in	cellular_component:0005654
UniProt:Q9Y5N6	located_in	cellular_component:0005654
UniProt:Q9Y5N6	located_in	cellular_component:0005654
UniProt:Q9Y5N6	located_in	cellular_component:0005654
UniProt:Q9Y5N6	located_in	cellular_component:0005654
UniProt:Q9Y5N6	located_in	cellular_component:0005654
UniProt:Q9Y5N6	located_in	cellular_component:0005654
UniProt:Q9Y5N6	located_in	cellular_component:0005654
UniProt:Q9Y5N6	located_in	cellular_component:0005654
UniProt:Q9Y5N6	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q01130	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
UniProt:Q8IYW5	located_in	cellular_component:0005654
